ID,Station,Latitude,Longitude
20217,검바위,37.5611734,126.677519
20218,아시아드경기장(공촌사거리),37.5513036,126.677103
20219,서구청,37.5439103,126.6768373
20220,가정(루원시티),37.524725,126.6753548
20221,가정중앙시장,37.5174714,126.6768155
20222,석남(거북시장),37.5071618,126.6762655
20223,서부여성회관,37.5003027,126.6758569
20224,인천가좌,37.4900531,126.6752463
20225,가재울,37.4841058,126.6838328
20226,주안국가산단(인천J밸리),37.4739745,126.6812163
20227,주안,37.4654372,126.6791041
20228,시민공원(문화창작지대),37.4583909,126.6810909
20229,석바위시장,37.4576958,126.6921913
20230,인천시청,37.4568992,126.7011404
20231,석천사거리,37.4567527,126.7107966
20232,모래내시장,37.4558728,126.7196193
20233,만수,37.4549676,126.7317828
20234,남동구청,37.448176,126.7366655
20235,인천대공원,37.4484981,126.7528261
20236,운연(서창),37.4396638,126.7595937
